txn_id,user_id,initiated_at,txn_value_inr,bank_name,device_type,network_type,app_version,txn_success,final_error_code
TX101725,3433,2025-07-16 16:06:55.001158,50.0,ICICI,iOS,WiFi,7.3.1,False,BANK_DOWN
TX101726,1281,2025-08-02 06:07:20.001158,50.0,PNB,Android,WiFi,7.3.1,True,
TX101727,2361,2025-07-16 14:52:22.001158,50.0,PNB,Android,4G,7.4.0,False,UPI_LIMIT_EXCEEDED
TX101728,576,2025-07-26 07:17:39.001158,50.0,SBI,Android,5G,7.4.1,False,USER_ABORT
TX101729,1308,2025-07-19 09:54:06.001158,50.0,SBI,iOS,5G,7.4.1,False,NETWORK_TIMEOUT
TX101730,3193,2025-08-29 18:37:15.001158,50.0,SBI,iOS,4G,7.4.1,True,
TX101731,3179,2025-08-30 17:11:36.001158,79.16,ICICI,Android,4G,7.3.1,True,
TX101732,2735,2025-08-30 07:00:29.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX101733,2213,2025-08-29 10:16:00.001158,50.0,Axis,Android,5G,7.4.1,False,NETWORK_TIMEOUT
TX101734,2353,2025-08-09 18:30:28.001158,50.0,HDFC,Android,5G,7.4.1,True,
TX101735,3569,2025-08-25 01:51:14.001158,50.0,ICICI,iOS,WiFi,7.4.1,True,
TX101736,1656,2025-07-30 03:28:54.001158,50.0,Axis,Android,5G,7.3.1,False,NETWORK_TIMEOUT
TX101737,1580,2025-08-25 10:12:17.001158,50.0,ICICI,Android,WiFi,7.3.1,True,
TX101738,2204,2025-07-28 13:56:37.001158,50.0,ICICI,Android,WiFi,7.4.0,False,USER_ABORT
TX101739,1391,2025-08-03 17:41:42.001158,50.0,SBI,Android,WiFi,7.4.0,True,
TX101740,1743,2025-08-07 21:31:02.001158,50.0,HDFC,Android,4G,7.4.0,False,USER_ABORT
TX101741,1926,2025-08-05 22:40:24.001158,50.0,ICICI,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX101742,620,2025-07-29 12:29:45.001158,50.0,HDFC,Android,5G,7.3.1,False,BANK_DOWN
TX101743,1275,2025-08-02 16:36:07.001158,50.0,PNB,Android,5G,7.4.0,False,BANK_DOWN
TX101744,957,2025-07-13 06:16:59.001158,50.0,PNB,Android,4G,7.4.0,False,USER_ABORT
TX101745,1940,2025-08-19 13:51:02.001158,50.0,Axis,Android,WiFi,7.4.0,True,
TX101746,3954,2025-08-20 22:59:17.001158,50.0,HDFC,Android,WiFi,7.4.0,False,INCORRECT_PIN
TX101747,2382,2025-07-21 07:12:40.001158,50.0,Axis,Android,5G,7.4.1,True,
TX101748,969,2025-07-27 09:40:55.001158,50.0,HDFC,iOS,4G,7.3.1,False,UPI_LIMIT_EXCEEDED
TX101749,1317,2025-07-22 06:44:59.001158,50.0,SBI,iOS,WiFi,7.3.1,False,INCORRECT_PIN
TX101750,1044,2025-08-16 08:40:56.001158,50.0,HDFC,Android,4G,7.3.1,False,USER_ABORT
TX101751,282,2025-08-15 07:39:49.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101752,2845,2025-08-23 19:31:48.001158,50.0,HDFC,Android,WiFi,7.4.1,False,INCORRECT_PIN
TX101753,1059,2025-07-25 09:36:47.001158,50.0,HDFC,Android,5G,7.4.1,True,
TX101754,4294,2025-08-30 12:17:21.001158,50.0,PNB,Android,4G,7.4.1,True,
TX101755,2533,2025-07-16 11:39:23.001158,50.0,HDFC,Android,WiFi,7.3.1,True,
TX101756,3829,2025-08-15 13:07:10.001158,50.0,PNB,Android,4G,7.3.1,False,USER_ABORT
TX101757,1009,2025-07-18 14:56:11.001158,50.0,SBI,iOS,5G,7.4.1,False,USER_ABORT
TX101758,1230,2025-08-17 07:48:01.001158,50.0,SBI,iOS,5G,7.4.0,False,USER_ABORT
TX101759,1036,2025-07-10 00:18:22.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX101760,4586,2025-08-15 07:33:42.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX101761,276,2025-07-15 01:58:14.001158,50.0,SBI,Android,WiFi,7.4.0,False,NETWORK_TIMEOUT
TX101762,2741,2025-08-17 08:52:10.001158,50.0,SBI,Android,4G,7.4.0,False,NETWORK_TIMEOUT
TX101763,2290,2025-07-31 21:54:47.001158,50.0,HDFC,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX101764,1240,2025-08-11 18:42:38.001158,50.0,HDFC,iOS,4G,7.4.0,False,USER_ABORT
TX101765,126,2025-07-10 13:23:21.001158,50.0,Axis,Android,4G,7.4.0,True,
TX101766,4066,2025-08-23 07:02:10.001158,50.0,ICICI,Android,WiFi,7.4.0,True,
TX101767,4313,2025-08-11 17:08:48.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101768,3869,2025-07-10 00:45:46.001158,50.0,PNB,iOS,5G,7.4.0,True,
TX101769,1209,2025-07-23 13:05:00.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX101770,3250,2025-08-14 14:55:36.001158,50.0,Axis,Android,WiFi,7.3.1,False,USER_ABORT
TX101771,919,2025-07-24 19:20:19.001158,50.0,Axis,Android,5G,7.4.1,True,
TX101772,3924,2025-07-11 11:12:19.001158,50.0,PNB,Android,4G,7.4.1,True,
TX101773,4404,2025-07-27 06:35:01.001158,50.0,HDFC,iOS,WiFi,7.4.1,False,USER_ABORT
TX101774,1970,2025-08-07 23:57:45.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX101775,2794,2025-08-10 21:01:18.001158,50.0,HDFC,Android,5G,7.3.1,True,
TX101776,892,2025-07-13 09:46:10.001158,50.0,ICICI,Android,WiFi,7.3.1,True,
TX101777,4471,2025-08-21 08:19:00.001158,50.0,HDFC,iOS,5G,7.4.1,True,
TX101778,2034,2025-08-07 20:05:09.001158,50.0,HDFC,Android,5G,7.3.1,False,UPI_LIMIT_EXCEEDED
TX101779,1365,2025-07-06 17:46:35.001158,50.0,Axis,iOS,4G,7.4.1,False,USER_ABORT
TX101780,129,2025-07-21 17:47:31.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101781,1015,2025-07-31 08:35:38.001158,50.0,PNB,iOS,4G,7.3.1,True,
TX101782,1800,2025-08-19 02:11:23.001158,50.0,Axis,Android,WiFi,7.4.0,True,
TX101783,4613,2025-07-06 06:57:23.001158,50.0,ICICI,Android,WiFi,7.4.1,True,
TX101784,1519,2025-07-24 11:13:46.001158,50.0,HDFC,Android,4G,7.3.1,False,INCORRECT_PIN
TX101785,4182,2025-07-11 12:12:39.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX101786,1199,2025-07-14 18:49:31.001158,50.0,PNB,Android,4G,7.4.0,False,INCORRECT_PIN
TX101787,3874,2025-07-18 07:25:58.001158,50.0,SBI,iOS,4G,7.4.1,False,NETWORK_TIMEOUT
TX101788,2475,2025-08-23 21:31:51.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX101789,3486,2025-08-05 13:47:04.001158,61.57,ICICI,Android,5G,7.3.1,True,
TX101790,4050,2025-07-25 14:48:51.001158,50.0,PNB,Android,WiFi,7.3.1,True,
TX101791,3720,2025-08-20 18:32:48.001158,50.0,Axis,Android,5G,7.3.1,True,
TX101792,303,2025-07-27 10:53:51.001158,50.0,ICICI,Android,5G,7.3.1,False,USER_ABORT
TX101793,3953,2025-08-16 13:57:05.001158,50.0,SBI,Android,5G,7.3.1,False,USER_ABORT
TX101794,4684,2025-08-18 10:10:41.001158,50.0,HDFC,iOS,5G,7.4.1,True,
TX101795,987,2025-07-20 12:26:17.001158,50.0,SBI,Android,4G,7.3.1,True,
TX101796,1864,2025-08-29 09:42:27.001158,50.0,PNB,iOS,4G,7.4.0,True,
TX101797,4441,2025-07-17 20:44:39.001158,50.0,Axis,iOS,4G,7.3.1,False,USER_ABORT
TX101798,4910,2025-07-06 00:48:36.001158,50.0,Axis,Android,5G,7.3.1,False,BANK_DOWN
TX101799,3073,2025-08-27 19:51:56.001158,50.0,ICICI,Android,WiFi,7.4.1,True,
TX101800,3125,2025-08-13 15:17:12.001158,50.0,ICICI,Android,5G,7.4.1,True,
TX101801,1328,2025-08-19 05:57:20.001158,50.0,SBI,Android,WiFi,7.4.1,False,INCORRECT_PIN
TX101802,2409,2025-07-15 00:40:17.001158,50.0,HDFC,iOS,4G,7.4.0,True,
TX101803,3674,2025-07-16 15:49:52.001158,50.0,SBI,Android,5G,7.4.1,False,NETWORK_TIMEOUT
TX101804,3292,2025-08-13 09:15:04.001158,50.0,Axis,Android,WiFi,7.3.1,True,
TX101805,4034,2025-07-20 18:16:44.001158,50.0,SBI,iOS,5G,7.4.1,False,NETWORK_TIMEOUT
TX101806,704,2025-08-25 00:25:40.001158,50.0,Axis,Android,WiFi,7.4.0,False,USER_ABORT
TX101807,575,2025-07-22 10:43:44.001158,56.7,ICICI,iOS,5G,7.3.1,True,
TX101808,3233,2025-08-08 13:23:35.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX101809,4784,2025-08-26 03:34:31.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101810,2633,2025-08-04 13:07:21.001158,50.0,HDFC,Android,5G,7.4.1,True,
TX101811,3829,2025-08-11 11:15:21.001158,50.0,HDFC,Android,WiFi,7.4.1,False,UPI_LIMIT_EXCEEDED
TX101812,3231,2025-08-08 16:23:18.001158,50.0,Axis,Android,4G,7.4.1,False,USER_ABORT
TX101813,489,2025-08-01 22:28:08.001158,50.0,SBI,Android,5G,7.4.1,True,
TX101814,1348,2025-08-08 12:49:25.001158,50.0,Axis,Android,5G,7.4.0,True,
TX101815,3682,2025-07-13 17:27:08.001158,50.57,Axis,iOS,4G,7.4.0,False,USER_ABORT
TX101816,3174,2025-08-25 16:50:13.001158,50.0,SBI,Android,4G,7.4.1,True,
TX101817,4590,2025-07-22 11:03:40.001158,50.0,Axis,Android,4G,7.4.0,True,
TX101818,1668,2025-08-04 03:47:58.001158,50.0,ICICI,iOS,4G,7.3.1,True,
TX101819,1638,2025-08-15 19:35:58.001158,50.0,Axis,iOS,4G,7.4.1,True,
TX101820,4115,2025-07-27 03:48:28.001158,50.0,SBI,Android,4G,7.3.1,True,
TX101821,3554,2025-08-22 03:07:52.001158,50.0,SBI,iOS,4G,7.3.1,False,USER_ABORT
TX101822,1001,2025-07-28 01:09:30.001158,50.0,SBI,Android,5G,7.3.1,False,NETWORK_TIMEOUT
TX101823,851,2025-07-11 05:15:52.001158,50.0,HDFC,Android,5G,7.4.1,False,USER_ABORT
TX101824,1389,2025-08-28 21:29:06.001158,50.0,Axis,Android,5G,7.4.1,True,
TX101825,3713,2025-07-14 23:53:04.001158,50.0,Axis,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX101826,1368,2025-08-22 01:05:09.001158,50.0,PNB,Android,WiFi,7.4.0,True,
TX101827,822,2025-08-06 22:43:19.001158,50.0,SBI,Android,WiFi,7.4.1,True,
TX101828,455,2025-07-15 12:07:57.001158,50.0,SBI,Android,WiFi,7.3.1,False,UPI_LIMIT_EXCEEDED
TX101829,1625,2025-07-21 16:51:31.001158,50.0,ICICI,iOS,4G,7.4.1,True,
TX101830,2773,2025-07-18 08:21:23.001158,50.0,SBI,Android,WiFi,7.4.0,False,USER_ABORT
TX101831,3727,2025-07-23 15:10:17.001158,50.0,HDFC,iOS,5G,7.4.1,True,
TX101832,3148,2025-07-28 00:41:02.001158,50.0,ICICI,Android,4G,7.4.0,False,INCORRECT_PIN
TX101833,4090,2025-08-31 20:51:40.001158,50.0,SBI,iOS,4G,7.3.1,True,
TX101834,4807,2025-08-07 23:15:30.001158,50.0,ICICI,Android,5G,7.3.1,True,
TX101835,2191,2025-07-24 12:25:04.001158,50.0,HDFC,iOS,4G,7.3.1,False,USER_ABORT
TX101836,917,2025-08-25 22:02:33.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX101837,3987,2025-07-07 14:52:09.001158,50.0,Axis,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX101838,2876,2025-08-25 11:08:34.001158,50.0,SBI,Android,5G,7.3.1,False,NETWORK_TIMEOUT
TX101839,1441,2025-07-23 15:17:33.001158,50.0,PNB,Android,WiFi,7.4.0,False,NETWORK_TIMEOUT
TX101840,4401,2025-07-11 02:06:06.001158,50.0,ICICI,Android,5G,7.3.1,True,
TX101841,736,2025-08-08 13:16:21.001158,50.0,PNB,Android,5G,7.4.1,True,
TX101842,3569,2025-08-30 15:22:23.001158,50.0,SBI,Android,4G,7.4.0,False,UPI_LIMIT_EXCEEDED
TX101843,3339,2025-08-06 15:37:40.001158,50.0,ICICI,Android,5G,7.4.0,True,
TX101844,3016,2025-07-31 11:18:41.001158,50.0,HDFC,Android,4G,7.4.1,False,USER_ABORT
TX101845,2890,2025-07-04 12:15:34.001158,50.0,Axis,Android,WiFi,7.4.1,True,
TX101846,962,2025-08-13 13:05:20.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX101847,2990,2025-08-15 13:57:26.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX101848,3849,2025-08-22 14:44:46.001158,50.0,PNB,Android,4G,7.4.1,True,
TX101849,1027,2025-07-26 09:32:49.001158,50.0,HDFC,Android,WiFi,7.3.1,True,
TX101850,3866,2025-07-12 21:37:43.001158,50.0,SBI,Android,WiFi,7.4.0,True,
TX101851,2864,2025-08-27 02:43:48.001158,50.0,ICICI,iOS,4G,7.4.1,True,
TX101852,2502,2025-07-08 02:51:38.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX101853,1948,2025-08-30 09:26:50.001158,50.0,HDFC,iOS,5G,7.4.0,False,USER_ABORT
TX101854,1178,2025-08-24 03:22:30.001158,50.0,HDFC,Android,WiFi,7.4.0,True,
TX101855,4761,2025-08-31 05:54:14.001158,50.0,PNB,Android,4G,7.3.1,True,
TX101856,12,2025-07-22 01:37:31.001158,50.0,Axis,Android,4G,7.4.0,False,USER_ABORT
TX101857,4400,2025-07-19 18:14:01.001158,50.0,SBI,iOS,4G,7.4.1,True,
TX101858,3365,2025-08-24 05:38:04.001158,50.0,SBI,Android,5G,7.4.0,False,NETWORK_TIMEOUT
TX101859,3023,2025-07-17 16:53:46.001158,58.05,PNB,Android,4G,7.4.1,True,
TX101860,3372,2025-09-01 00:12:44.001158,50.0,Axis,Android,4G,7.4.0,True,
TX101861,2831,2025-07-15 16:27:03.001158,50.0,PNB,Android,4G,7.4.0,True,
TX101862,43,2025-08-10 18:07:15.001158,50.0,HDFC,Android,5G,7.3.1,True,
TX101863,944,2025-08-09 15:04:56.001158,58.42,Axis,Android,WiFi,7.4.1,True,
TX101864,2391,2025-07-28 17:35:39.001158,50.0,Axis,Android,WiFi,7.3.1,True,
TX101865,2546,2025-08-19 09:44:08.001158,50.0,HDFC,iOS,5G,7.3.1,True,
TX101866,2412,2025-07-18 13:15:29.001158,50.0,ICICI,iOS,WiFi,7.4.1,True,
TX101867,4987,2025-08-26 17:43:49.001158,50.0,ICICI,Android,4G,7.4.0,False,USER_ABORT
TX101868,1005,2025-08-02 16:33:54.001158,50.0,HDFC,Android,5G,7.3.1,False,INCORRECT_PIN
TX101869,21,2025-07-04 08:51:06.001158,75.02,Axis,Android,4G,7.4.0,True,
TX101870,407,2025-08-04 05:40:29.001158,50.0,Axis,Android,5G,7.4.0,True,
TX101871,1015,2025-07-25 01:09:46.001158,50.0,Axis,Android,WiFi,7.3.1,True,
TX101872,4432,2025-08-11 03:04:39.001158,50.0,Axis,Android,WiFi,7.3.1,False,USER_ABORT
TX101873,1839,2025-07-18 15:23:36.001158,50.42,HDFC,iOS,4G,7.3.1,True,
TX101874,3189,2025-08-19 15:30:42.001158,57.87,HDFC,iOS,5G,7.4.0,True,
TX101875,715,2025-07-24 14:52:42.001158,50.0,Axis,Android,WiFi,7.4.1,False,USER_ABORT
TX101876,4147,2025-07-14 22:47:56.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX101877,3855,2025-07-06 13:43:25.001158,50.0,SBI,iOS,5G,7.3.1,True,
TX101878,4420,2025-07-14 21:25:03.001158,50.0,ICICI,iOS,4G,7.4.0,True,
TX101879,4885,2025-08-20 18:31:16.001158,50.0,SBI,Android,WiFi,7.3.1,True,
TX101880,141,2025-07-17 15:10:12.001158,50.0,ICICI,Android,4G,7.4.0,False,INCORRECT_PIN
TX101881,4566,2025-08-16 04:12:07.001158,50.0,HDFC,Android,4G,7.4.1,True,
TX101882,4883,2025-07-27 14:43:01.001158,50.0,SBI,Android,5G,7.4.1,True,
TX101883,964,2025-07-31 23:52:36.001158,50.0,PNB,Android,4G,7.3.1,False,BANK_DOWN
TX101884,373,2025-08-05 01:20:15.001158,50.0,Axis,iOS,4G,7.3.1,True,
TX101885,3636,2025-08-14 07:22:47.001158,50.0,Axis,Android,5G,7.4.1,False,USER_ABORT
TX101886,2542,2025-08-06 16:13:25.001158,50.0,ICICI,Android,WiFi,7.4.0,True,
TX101887,3611,2025-08-17 21:43:40.001158,50.0,Axis,Android,4G,7.4.1,False,INCORRECT_PIN
TX101888,1693,2025-08-28 00:15:38.001158,50.0,Axis,Android,WiFi,7.4.0,True,
TX101889,106,2025-08-01 09:43:06.001158,50.0,ICICI,iOS,WiFi,7.3.1,True,
TX101890,1682,2025-07-04 16:00:23.001158,50.0,PNB,Android,5G,7.4.1,False,INCORRECT_PIN
TX101891,4098,2025-07-29 22:06:02.001158,50.0,SBI,iOS,5G,7.3.1,False,NETWORK_TIMEOUT
TX101892,4017,2025-08-28 02:43:12.001158,50.0,PNB,Android,4G,7.4.1,False,USER_ABORT
TX101893,2637,2025-07-20 06:18:30.001158,50.0,HDFC,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX101894,2138,2025-08-09 20:52:40.001158,50.0,ICICI,Android,4G,7.4.1,False,UPI_LIMIT_EXCEEDED
TX101895,3417,2025-08-31 14:31:53.001158,50.0,SBI,Android,4G,7.4.1,False,INCORRECT_PIN
TX101896,4446,2025-07-08 17:01:28.001158,50.0,ICICI,Android,4G,7.3.1,False,UPI_LIMIT_EXCEEDED
TX101897,3531,2025-07-29 12:45:08.001158,50.0,ICICI,iOS,4G,7.4.1,False,NETWORK_TIMEOUT
TX101898,1287,2025-07-14 15:51:18.001158,50.0,PNB,Android,5G,7.4.1,False,NETWORK_TIMEOUT
TX101899,3180,2025-07-29 01:41:37.001158,50.0,PNB,Android,5G,7.4.1,False,NETWORK_TIMEOUT
TX101900,3655,2025-07-04 02:54:29.001158,50.0,PNB,Android,WiFi,7.4.1,False,BANK_DOWN
TX101901,2360,2025-08-01 16:01:38.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX101902,445,2025-07-31 10:25:09.001158,50.0,PNB,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX101903,36,2025-07-14 00:35:46.001158,50.0,HDFC,iOS,4G,7.4.1,True,
TX101904,1476,2025-08-07 16:12:25.001158,50.0,Axis,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX101905,3958,2025-07-09 23:25:22.001158,50.0,SBI,iOS,5G,7.3.1,True,
TX101906,1799,2025-07-08 18:38:33.001158,50.0,ICICI,Android,4G,7.4.1,False,INCORRECT_PIN
TX101907,1846,2025-07-17 14:22:39.001158,50.0,PNB,Android,4G,7.4.0,False,NETWORK_TIMEOUT
TX101908,1409,2025-07-19 10:20:13.001158,50.0,PNB,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX101909,1709,2025-07-18 08:08:19.001158,63.19,ICICI,iOS,4G,7.4.1,True,
TX101910,2939,2025-08-13 00:30:30.001158,50.0,Axis,Android,4G,7.4.0,False,USER_ABORT
TX101911,1301,2025-08-01 22:57:05.001158,50.0,SBI,Android,4G,7.4.1,True,
TX101912,1244,2025-07-29 22:55:25.001158,69.49,Axis,Android,4G,7.4.1,True,
TX101913,3977,2025-08-07 15:45:20.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX101914,3098,2025-07-23 10:18:31.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101915,4617,2025-07-30 14:46:25.001158,50.0,SBI,Android,5G,7.4.0,False,UPI_LIMIT_EXCEEDED
TX101916,10,2025-07-04 06:12:28.001158,50.0,SBI,Android,4G,7.3.1,False,BANK_DOWN
TX101917,2426,2025-08-17 01:29:30.001158,84.29,Axis,iOS,4G,7.4.1,False,USER_ABORT
TX101918,1661,2025-07-12 22:33:47.001158,50.0,SBI,Android,4G,7.4.1,True,
TX101919,2632,2025-08-17 23:07:42.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX101920,4816,2025-08-06 09:27:32.001158,50.0,HDFC,iOS,4G,7.4.1,True,
TX101921,1073,2025-07-31 18:34:27.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX101922,3226,2025-07-13 15:14:41.001158,50.0,Axis,Android,4G,7.4.1,False,NETWORK_TIMEOUT
TX101923,4955,2025-08-30 04:48:50.001158,50.0,ICICI,iOS,4G,7.4.0,True,
TX101924,1317,2025-07-05 20:04:56.001158,50.0,ICICI,Android,WiFi,7.4.1,True,
TX101925,4146,2025-07-27 21:52:25.001158,50.0,HDFC,Android,WiFi,7.4.1,True,
TX101926,3684,2025-07-06 18:19:11.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX101927,3274,2025-07-28 00:12:38.001158,50.0,Axis,Android,4G,7.4.1,True,
TX101928,146,2025-08-28 11:05:37.001158,50.0,HDFC,Android,5G,7.4.0,True,
TX101929,3041,2025-07-13 04:43:46.001158,50.0,SBI,Android,WiFi,7.4.0,False,USER_ABORT
TX101930,1463,2025-08-26 10:14:22.001158,50.0,Axis,Android,WiFi,7.4.1,False,USER_ABORT
TX101931,4677,2025-08-25 16:05:21.001158,50.0,HDFC,Android,4G,7.3.1,True,
TX101932,1585,2025-08-10 10:56:17.001158,50.0,Axis,Android,4G,7.4.1,True,
TX101933,483,2025-08-28 08:04:24.001158,50.0,HDFC,Android,5G,7.4.1,False,USER_ABORT
TX101934,3180,2025-07-23 20:39:27.001158,50.0,Axis,Android,WiFi,7.4.1,False,USER_ABORT
TX101935,1250,2025-07-18 13:05:40.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101936,4769,2025-08-03 08:48:03.001158,50.0,HDFC,Android,5G,7.4.1,False,UPI_LIMIT_EXCEEDED
TX101937,631,2025-07-31 09:51:27.001158,50.0,HDFC,Android,4G,7.4.0,True,
TX101938,662,2025-08-05 13:14:31.001158,50.0,Axis,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX101939,3504,2025-07-17 02:23:33.001158,50.0,PNB,Android,4G,7.4.1,True,
TX101940,2853,2025-08-13 23:30:54.001158,50.0,HDFC,Android,4G,7.4.0,False,INCORRECT_PIN
TX101941,2467,2025-08-01 04:07:26.001158,50.0,Axis,Android,5G,7.4.0,False,USER_ABORT
TX101942,988,2025-07-20 00:36:33.001158,50.0,ICICI,iOS,5G,7.4.0,True,
TX101943,1547,2025-08-17 13:08:12.001158,50.0,PNB,Android,WiFi,7.4.1,True,
TX101944,650,2025-08-10 17:46:54.001158,50.0,Axis,Android,4G,7.3.1,False,USER_ABORT
TX101945,969,2025-08-11 15:06:26.001158,50.0,SBI,Android,4G,7.4.0,False,NETWORK_TIMEOUT
TX101946,2638,2025-08-04 03:04:33.001158,50.0,Axis,Android,4G,7.4.1,True,
TX101947,1101,2025-07-03 13:10:42.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX101948,441,2025-08-01 15:00:49.001158,50.0,SBI,Android,5G,7.4.0,True,
TX101949,770,2025-07-28 15:26:58.001158,50.0,SBI,Android,4G,7.4.1,False,USER_ABORT
TX101950,1344,2025-08-03 13:13:03.001158,50.0,PNB,Android,4G,7.4.0,True,
TX101951,4359,2025-08-13 22:05:08.001158,50.0,PNB,iOS,4G,7.4.0,True,
TX101952,3730,2025-08-04 16:45:35.001158,50.0,Axis,iOS,4G,7.4.1,True,
TX101953,3907,2025-07-20 09:03:44.001158,50.0,PNB,Android,5G,7.3.1,True,
TX101954,1578,2025-08-09 15:19:58.001158,50.0,Axis,Android,4G,7.3.1,False,NETWORK_TIMEOUT
TX101955,4009,2025-07-31 21:52:17.001158,50.0,SBI,iOS,WiFi,7.3.1,True,
TX101956,3352,2025-08-25 23:20:21.001158,50.0,HDFC,Android,5G,7.3.1,True,
TX101957,4796,2025-07-23 10:07:36.001158,51.03,SBI,Android,4G,7.4.1,False,USER_ABORT
TX101958,2350,2025-07-21 09:09:01.001158,50.0,SBI,Android,4G,7.4.1,True,
TX101959,3603,2025-08-29 05:37:06.001158,50.0,SBI,Android,5G,7.3.1,False,USER_ABORT
TX101960,1242,2025-07-30 11:40:36.001158,50.0,ICICI,iOS,4G,7.4.1,False,UPI_LIMIT_EXCEEDED
TX101961,1126,2025-07-26 11:55:10.001158,50.0,Axis,Android,5G,7.3.1,True,
TX101962,2602,2025-07-27 22:33:21.001158,50.0,Axis,Android,4G,7.4.0,True,
TX101963,1191,2025-07-19 14:36:18.001158,50.0,ICICI,Android,4G,7.4.0,False,USER_ABORT
TX101964,4132,2025-07-21 15:15:56.001158,50.0,PNB,iOS,WiFi,7.4.0,False,UPI_LIMIT_EXCEEDED
TX101965,4840,2025-07-21 19:12:20.001158,50.0,ICICI,Android,5G,7.3.1,True,
TX101966,4449,2025-07-08 09:27:37.001158,50.0,PNB,Android,4G,7.4.0,False,USER_ABORT
TX101967,73,2025-08-13 21:41:46.001158,50.0,HDFC,iOS,4G,7.3.1,True,
TX101968,1915,2025-07-21 00:37:39.001158,50.0,SBI,Android,4G,7.4.1,False,USER_ABORT
TX101969,2473,2025-08-01 18:03:16.001158,50.0,PNB,Android,5G,7.4.0,False,USER_ABORT
TX101970,3047,2025-07-21 01:50:01.001158,50.0,HDFC,Android,4G,7.4.0,False,USER_ABORT
TX101971,708,2025-08-30 09:02:38.001158,50.0,ICICI,Android,4G,7.4.0,True,
TX101972,1805,2025-08-22 05:40:07.001158,50.0,HDFC,Android,WiFi,7.4.1,True,
TX101973,3714,2025-07-03 21:04:44.001158,50.0,ICICI,Android,4G,7.3.1,True,
TX101974,2565,2025-08-31 15:36:52.001158,50.0,PNB,Android,4G,7.4.0,True,
TX101975,2476,2025-08-14 21:22:07.001158,50.0,SBI,Android,5G,7.4.0,True,
TX101976,3611,2025-08-14 23:31:18.001158,50.0,PNB,Android,4G,7.3.1,True,
TX101977,4256,2025-07-26 18:39:28.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101978,2824,2025-08-17 07:01:01.001158,50.0,HDFC,iOS,4G,7.4.0,True,
TX101979,1736,2025-07-27 08:51:17.001158,50.0,SBI,Android,WiFi,7.4.0,False,UPI_LIMIT_EXCEEDED
TX101980,1586,2025-08-14 10:14:47.001158,50.0,Axis,Android,4G,7.3.1,False,USER_ABORT
TX101981,67,2025-07-30 16:48:18.001158,50.0,SBI,Android,4G,7.4.0,True,
TX101982,3062,2025-09-01 01:01:15.001158,50.0,ICICI,Android,5G,7.4.1,True,
TX101983,2429,2025-07-15 23:07:20.001158,50.0,HDFC,Android,4G,7.3.1,False,INCORRECT_PIN
TX101984,4154,2025-08-02 11:19:59.001158,52.27,SBI,Android,5G,7.4.0,True,
TX101985,342,2025-08-25 18:00:34.001158,50.0,Axis,Android,4G,7.4.1,False,INCORRECT_PIN
TX101986,2775,2025-08-01 19:27:40.001158,59.93,SBI,Android,5G,7.4.1,True,
TX101987,2818,2025-07-23 23:11:04.001158,50.0,SBI,Android,5G,7.4.1,True,
TX101988,2662,2025-08-06 09:42:24.001158,50.0,SBI,Android,WiFi,7.4.1,False,USER_ABORT
TX101989,1233,2025-07-26 17:02:12.001158,50.0,ICICI,Android,4G,7.4.1,True,
TX101990,3875,2025-07-14 10:32:48.001158,50.0,ICICI,Android,WiFi,7.4.0,True,
TX101991,2402,2025-07-31 06:57:30.001158,92.63,SBI,Android,4G,7.4.1,True,
