txn_id,stage,event_time,success,error_code
TX100983,init,2025-08-26 02:12:40.001158,,
TX100983,amount_entered,2025-08-26 02:12:46.001158,,
TX100983,pin_entered,2025-08-26 02:12:56.001158,,
TX100983,bank_auth,2025-08-26 02:13:19.001158,,
TX100983,completed,2025-08-26 02:13:24.001158,True,
TX100984,init,2025-08-05 08:08:02.001158,,
TX100984,amount_entered,2025-08-05 08:08:06.001158,,
TX100984,pin_entered,2025-08-05 08:08:20.001158,,
TX100984,bank_auth,2025-08-05 08:08:45.001158,,
TX100984,completed,2025-08-05 08:08:54.001158,True,
TX100985,init,2025-07-29 23:37:49.001158,,
TX100985,amount_entered,2025-07-29 23:37:51.001158,,
TX100985,pin_entered,2025-07-29 23:38:14.001158,,
TX100985,bank_auth,2025-07-29 23:38:32.001158,,
TX100985,completed,2025-07-29 23:38:41.001158,True,
TX100986,init,2025-08-10 14:00:52.001158,,
TX100986,amount_entered,2025-08-10 14:01:11.001158,,
TX100986,pin_entered,2025-08-10 14:01:29.001158,,
TX100986,bank_auth,2025-08-10 14:01:33.001158,,
TX100986,completed,2025-08-10 14:01:40.001158,True,
TX100987,init,2025-08-26 13:07:06.001158,,
TX100987,amount_entered,2025-08-26 13:07:16.001158,,
TX100987,pin_entered,2025-08-26 13:07:30.001158,,
TX100987,bank_auth,2025-08-26 13:07:53.001158,,
TX100987,completed,2025-08-26 13:07:58.001158,True,
TX100988,init,2025-08-29 15:26:54.001158,,
TX100988,abandoned_after_init,2025-08-29 15:27:12.001158,False,USER_ABORT
TX100989,init,2025-07-26 17:27:15.001158,,
TX100989,amount_entered,2025-07-26 17:27:20.001158,,
TX100989,pin_entered,2025-07-26 17:27:25.001158,,
TX100989,bank_auth,2025-07-26 17:27:35.001158,,
TX100989,completed,2025-07-26 17:27:40.001158,False,NETWORK_TIMEOUT
TX100990,init,2025-08-16 17:35:17.001158,,
TX100990,amount_entered,2025-08-16 17:35:26.001158,,
TX100990,pin_entered,2025-08-16 17:35:47.001158,,
TX100990,bank_auth,2025-08-16 17:36:03.001158,,
TX100990,completed,2025-08-16 17:36:04.001158,False,NETWORK_TIMEOUT
TX100991,init,2025-08-04 17:07:14.001158,,
TX100991,amount_entered,2025-08-04 17:07:24.001158,,
TX100991,pin_entered,2025-08-04 17:07:42.001158,,
TX100991,bank_auth,2025-08-04 17:08:00.001158,,
TX100991,completed,2025-08-04 17:08:08.001158,False,UPI_LIMIT_EXCEEDED
TX100992,init,2025-08-25 07:54:32.001158,,
TX100992,amount_entered,2025-08-25 07:54:43.001158,,
TX100992,pin_entered,2025-08-25 07:55:02.001158,,
TX100992,bank_auth,2025-08-25 07:55:12.001158,,
TX100992,completed,2025-08-25 07:55:20.001158,True,
TX100993,init,2025-08-30 06:57:44.001158,,
TX100993,amount_entered,2025-08-30 06:57:51.001158,,
TX100993,abandoned_after_amount,2025-08-30 06:58:06.001158,False,USER_ABORT
TX100994,init,2025-07-17 22:02:48.001158,,
TX100994,amount_entered,2025-07-17 22:03:04.001158,,
TX100994,pin_entered,2025-07-17 22:03:21.001158,,
TX100994,bank_auth,2025-07-17 22:03:50.001158,,
TX100994,completed,2025-07-17 22:03:52.001158,True,
TX100995,init,2025-08-10 07:04:25.001158,,
TX100995,amount_entered,2025-08-10 07:04:37.001158,,
TX100995,pin_entered,2025-08-10 07:04:47.001158,,
TX100995,bank_auth,2025-08-10 07:04:55.001158,,
TX100995,completed,2025-08-10 07:04:59.001158,True,
TX100996,init,2025-07-31 16:58:27.001158,,
TX100996,amount_entered,2025-07-31 16:58:39.001158,,
TX100996,pin_entered,2025-07-31 16:58:46.001158,,
TX100996,bank_auth,2025-07-31 16:58:56.001158,,
TX100996,completed,2025-07-31 16:59:00.001158,True,
TX100997,init,2025-07-08 08:07:00.001158,,
TX100997,amount_entered,2025-07-08 08:07:06.001158,,
TX100997,abandoned_after_amount,2025-07-08 08:07:13.001158,False,UPI_LIMIT_EXCEEDED
TX100998,init,2025-07-16 13:41:20.001158,,
TX100998,amount_entered,2025-07-16 13:41:28.001158,,
TX100998,pin_entered,2025-07-16 13:41:39.001158,,
TX100998,bank_auth,2025-07-16 13:41:57.001158,,
TX100998,completed,2025-07-16 13:42:06.001158,True,
TX100999,init,2025-08-22 03:01:48.001158,,
TX100999,amount_entered,2025-08-22 03:02:02.001158,,
TX100999,pin_entered,2025-08-22 03:02:16.001158,,
TX100999,bank_auth,2025-08-22 03:02:27.001158,,
TX100999,completed,2025-08-22 03:02:30.001158,True,
TX101000,init,2025-08-26 20:08:44.001158,,
TX101000,amount_entered,2025-08-26 20:08:58.001158,,
TX101000,pin_entered,2025-08-26 20:09:13.001158,,
TX101000,bank_auth,2025-08-26 20:09:16.001158,,
TX101000,completed,2025-08-26 20:09:24.001158,False,INCORRECT_PIN
TX101001,init,2025-07-27 21:09:12.001158,,
TX101001,amount_entered,2025-07-27 21:09:14.001158,,
TX101001,pin_entered,2025-07-27 21:09:28.001158,,
TX101001,bank_auth,2025-07-27 21:09:57.001158,,
TX101001,completed,2025-07-27 21:10:00.001158,True,
TX101002,init,2025-08-22 20:00:38.001158,,
TX101002,amount_entered,2025-08-22 20:00:51.001158,,
TX101002,pin_entered,2025-08-22 20:01:14.001158,,
TX101002,bank_auth,2025-08-22 20:01:21.001158,,
TX101002,completed,2025-08-22 20:01:22.001158,True,
TX101003,init,2025-08-18 12:07:18.001158,,
TX101003,amount_entered,2025-08-18 12:07:28.001158,,
TX101003,pin_entered,2025-08-18 12:07:45.001158,,
TX101003,bank_auth,2025-08-18 12:08:07.001158,,
TX101003,completed,2025-08-18 12:08:12.001158,True,
TX101004,init,2025-07-09 04:39:42.001158,,
TX101004,amount_entered,2025-07-09 04:39:46.001158,,
TX101004,pin_entered,2025-07-09 04:39:58.001158,,
TX101004,bank_auth,2025-07-09 04:40:09.001158,,
TX101004,completed,2025-07-09 04:40:17.001158,True,
TX101005,init,2025-07-13 06:44:38.001158,,
TX101005,amount_entered,2025-07-13 06:44:40.001158,,
TX101005,pin_entered,2025-07-13 06:44:50.001158,,
TX101005,bank_auth,2025-07-13 06:45:14.001158,,
TX101005,completed,2025-07-13 06:45:21.001158,True,
TX101006,init,2025-08-12 18:58:03.001158,,
TX101006,amount_entered,2025-08-12 18:58:14.001158,,
TX101006,pin_entered,2025-08-12 18:58:20.001158,,
TX101006,bank_auth,2025-08-12 18:58:32.001158,,
TX101006,completed,2025-08-12 18:58:34.001158,True,
TX101007,init,2025-08-31 23:52:38.001158,,
TX101007,amount_entered,2025-08-31 23:52:44.001158,,
TX101007,pin_entered,2025-08-31 23:52:56.001158,,
TX101007,bank_auth,2025-08-31 23:53:24.001158,,
TX101007,completed,2025-08-31 23:53:31.001158,True,
TX101008,init,2025-07-06 17:57:34.001158,,
TX101008,amount_entered,2025-07-06 17:57:39.001158,,
TX101008,pin_entered,2025-07-06 17:57:57.001158,,
TX101008,bank_auth,2025-07-06 17:58:22.001158,,
TX101008,completed,2025-07-06 17:58:23.001158,False,BANK_DOWN
TX101009,init,2025-08-29 11:33:41.001158,,
TX101009,amount_entered,2025-08-29 11:33:44.001158,,
TX101009,pin_entered,2025-08-29 11:33:48.001158,,
TX101009,bank_auth,2025-08-29 11:33:58.001158,,
TX101009,completed,2025-08-29 11:34:05.001158,True,
TX101010,init,2025-07-19 19:01:02.001158,,
TX101010,amount_entered,2025-07-19 19:01:14.001158,,
TX101010,pin_entered,2025-07-19 19:01:29.001158,,
TX101010,bank_auth,2025-07-19 19:01:34.001158,,
TX101010,completed,2025-07-19 19:01:35.001158,True,
TX101011,init,2025-07-10 20:57:49.001158,,
TX101011,amount_entered,2025-07-10 20:58:08.001158,,
TX101011,pin_entered,2025-07-10 20:58:29.001158,,
TX101011,bank_auth,2025-07-10 20:58:35.001158,,
TX101011,completed,2025-07-10 20:58:37.001158,True,
TX101012,init,2025-08-20 16:12:14.001158,,
TX101012,amount_entered,2025-08-20 16:12:27.001158,,
TX101012,pin_entered,2025-08-20 16:12:42.001158,,
TX101012,bank_auth,2025-08-20 16:13:09.001158,,
TX101012,completed,2025-08-20 16:13:11.001158,True,
TX101013,init,2025-08-08 16:52:13.001158,,
TX101013,amount_entered,2025-08-08 16:52:16.001158,,
TX101013,pin_entered,2025-08-08 16:52:22.001158,,
TX101013,fail_before_bank,2025-08-08 16:52:29.001158,False,NETWORK_TIMEOUT
TX101014,init,2025-08-06 03:21:09.001158,,
TX101014,amount_entered,2025-08-06 03:21:11.001158,,
TX101014,pin_entered,2025-08-06 03:21:23.001158,,
TX101014,bank_auth,2025-08-06 03:21:40.001158,,
TX101014,completed,2025-08-06 03:21:48.001158,True,
TX101015,init,2025-07-04 06:25:51.001158,,
TX101015,amount_entered,2025-07-04 06:26:01.001158,,
TX101015,pin_entered,2025-07-04 06:26:22.001158,,
TX101015,bank_auth,2025-07-04 06:26:41.001158,,
TX101015,completed,2025-07-04 06:26:44.001158,False,BANK_DOWN
TX101016,init,2025-08-09 20:13:47.001158,,
TX101016,amount_entered,2025-08-09 20:13:55.001158,,
TX101016,pin_entered,2025-08-09 20:14:13.001158,,
TX101016,fail_before_bank,2025-08-09 20:14:35.001158,False,USER_ABORT
TX101017,init,2025-08-04 18:09:32.001158,,
TX101017,amount_entered,2025-08-04 18:09:45.001158,,
TX101017,pin_entered,2025-08-04 18:09:49.001158,,
TX101017,fail_before_bank,2025-08-04 18:09:55.001158,False,USER_ABORT
TX101018,init,2025-07-23 01:06:30.001158,,
TX101018,amount_entered,2025-07-23 01:06:36.001158,,
TX101018,pin_entered,2025-07-23 01:06:56.001158,,
TX101018,bank_auth,2025-07-23 01:07:13.001158,,
TX101018,completed,2025-07-23 01:07:14.001158,True,
TX101019,init,2025-08-06 20:06:01.001158,,
TX101019,amount_entered,2025-08-06 20:06:09.001158,,
TX101019,pin_entered,2025-08-06 20:06:23.001158,,
TX101019,bank_auth,2025-08-06 20:06:37.001158,,
TX101019,completed,2025-08-06 20:06:43.001158,True,
TX101020,init,2025-08-04 14:09:50.001158,,
TX101020,amount_entered,2025-08-04 14:09:53.001158,,
TX101020,pin_entered,2025-08-04 14:10:14.001158,,
TX101020,bank_auth,2025-08-04 14:10:34.001158,,
TX101020,completed,2025-08-04 14:10:41.001158,True,
TX101021,init,2025-08-22 20:30:30.001158,,
TX101021,amount_entered,2025-08-22 20:30:45.001158,,
TX101021,pin_entered,2025-08-22 20:30:50.001158,,
TX101021,bank_auth,2025-08-22 20:30:55.001158,,
TX101021,completed,2025-08-22 20:31:04.001158,False,INCORRECT_PIN
TX101022,init,2025-08-21 20:59:06.001158,,
TX101022,amount_entered,2025-08-21 20:59:10.001158,,
TX101022,pin_entered,2025-08-21 20:59:15.001158,,
TX101022,bank_auth,2025-08-21 20:59:28.001158,,
TX101022,completed,2025-08-21 20:59:36.001158,True,
TX101023,init,2025-07-22 09:23:18.001158,,
TX101023,amount_entered,2025-07-22 09:23:33.001158,,
TX101023,pin_entered,2025-07-22 09:23:43.001158,,
TX101023,bank_auth,2025-07-22 09:24:09.001158,,
TX101023,completed,2025-07-22 09:24:16.001158,True,
TX101024,init,2025-07-12 04:52:28.001158,,
TX101024,amount_entered,2025-07-12 04:52:42.001158,,
TX101024,pin_entered,2025-07-12 04:52:52.001158,,
TX101024,fail_before_bank,2025-07-12 04:52:58.001158,False,NETWORK_TIMEOUT
TX101025,init,2025-07-25 15:27:17.001158,,
TX101025,amount_entered,2025-07-25 15:27:33.001158,,
TX101025,pin_entered,2025-07-25 15:27:44.001158,,
TX101025,bank_auth,2025-07-25 15:27:57.001158,,
TX101025,completed,2025-07-25 15:28:03.001158,True,
TX101026,init,2025-07-15 12:45:22.001158,,
TX101026,amount_entered,2025-07-15 12:45:32.001158,,
TX101026,pin_entered,2025-07-15 12:45:46.001158,,
TX101026,bank_auth,2025-07-15 12:45:57.001158,,
TX101026,completed,2025-07-15 12:45:58.001158,True,
TX101027,init,2025-08-02 15:12:34.001158,,
TX101027,amount_entered,2025-08-02 15:12:44.001158,,
TX101027,pin_entered,2025-08-02 15:12:59.001158,,
TX101027,bank_auth,2025-08-02 15:13:08.001158,,
TX101027,completed,2025-08-02 15:13:12.001158,True,
TX101028,init,2025-08-30 08:49:01.001158,,
TX101028,amount_entered,2025-08-30 08:49:17.001158,,
TX101028,pin_entered,2025-08-30 08:49:26.001158,,
TX101028,bank_auth,2025-08-30 08:49:55.001158,,
TX101028,completed,2025-08-30 08:50:00.001158,True,
TX101029,init,2025-07-05 18:47:16.001158,,
TX101029,abandoned_after_init,2025-07-05 18:47:28.001158,False,USER_ABORT
TX101030,init,2025-07-08 23:43:18.001158,,
TX101030,amount_entered,2025-07-08 23:43:37.001158,,
TX101030,pin_entered,2025-07-08 23:43:53.001158,,
TX101030,bank_auth,2025-07-08 23:44:22.001158,,
TX101030,completed,2025-07-08 23:44:24.001158,True,
TX101031,init,2025-07-22 22:49:33.001158,,
TX101031,amount_entered,2025-07-22 22:49:51.001158,,
TX101031,pin_entered,2025-07-22 22:50:14.001158,,
TX101031,bank_auth,2025-07-22 22:50:32.001158,,
TX101031,completed,2025-07-22 22:50:35.001158,True,
TX101032,init,2025-08-08 14:21:02.001158,,
TX101032,amount_entered,2025-08-08 14:21:04.001158,,
TX101032,pin_entered,2025-08-08 14:21:12.001158,,
TX101032,bank_auth,2025-08-08 14:21:34.001158,,
TX101032,completed,2025-08-08 14:21:40.001158,True,
TX101033,init,2025-08-12 04:29:22.001158,,
TX101033,amount_entered,2025-08-12 04:29:28.001158,,
TX101033,pin_entered,2025-08-12 04:29:32.001158,,
TX101033,bank_auth,2025-08-12 04:29:44.001158,,
TX101033,completed,2025-08-12 04:29:48.001158,True,
TX101034,init,2025-08-17 14:43:05.001158,,
TX101034,amount_entered,2025-08-17 14:43:10.001158,,
TX101034,pin_entered,2025-08-17 14:43:31.001158,,
TX101034,bank_auth,2025-08-17 14:43:51.001158,,
TX101034,completed,2025-08-17 14:44:00.001158,True,
TX101035,init,2025-08-10 15:03:58.001158,,
TX101035,amount_entered,2025-08-10 15:04:15.001158,,
TX101035,pin_entered,2025-08-10 15:04:28.001158,,
TX101035,bank_auth,2025-08-10 15:04:56.001158,,
TX101035,completed,2025-08-10 15:05:00.001158,True,
TX101036,init,2025-07-16 21:50:20.001158,,
TX101036,amount_entered,2025-07-16 21:50:22.001158,,
TX101036,pin_entered,2025-07-16 21:50:26.001158,,
TX101036,bank_auth,2025-07-16 21:50:55.001158,,
TX101036,completed,2025-07-16 21:51:03.001158,True,
TX101037,init,2025-07-23 20:59:37.001158,,
TX101037,amount_entered,2025-07-23 20:59:49.001158,,
TX101037,pin_entered,2025-07-23 21:00:01.001158,,
TX101037,bank_auth,2025-07-23 21:00:25.001158,,
TX101037,completed,2025-07-23 21:00:28.001158,True,
TX101038,init,2025-08-15 05:14:40.001158,,
TX101038,amount_entered,2025-08-15 05:14:46.001158,,
TX101038,pin_entered,2025-08-15 05:14:59.001158,,
TX101038,bank_auth,2025-08-15 05:15:02.001158,,
TX101038,completed,2025-08-15 05:15:10.001158,True,
TX101039,init,2025-08-16 21:25:37.001158,,
TX101039,amount_entered,2025-08-16 21:25:42.001158,,
TX101039,pin_entered,2025-08-16 21:26:02.001158,,
TX101039,fail_before_bank,2025-08-16 21:26:23.001158,False,NETWORK_TIMEOUT
TX101040,init,2025-07-04 07:53:53.001158,,
TX101040,amount_entered,2025-07-04 07:54:03.001158,,
TX101040,pin_entered,2025-07-04 07:54:10.001158,,
TX101040,bank_auth,2025-07-04 07:54:27.001158,,
TX101040,completed,2025-07-04 07:54:36.001158,True,
TX101041,init,2025-07-07 19:23:16.001158,,
TX101041,amount_entered,2025-07-07 19:23:20.001158,,
TX101041,pin_entered,2025-07-07 19:23:35.001158,,
TX101041,bank_auth,2025-07-07 19:24:02.001158,,
TX101041,completed,2025-07-07 19:24:10.001158,True,
TX101042,init,2025-08-19 21:24:48.001158,,
TX101042,amount_entered,2025-08-19 21:24:58.001158,,
TX101042,pin_entered,2025-08-19 21:25:01.001158,,
TX101042,bank_auth,2025-08-19 21:25:14.001158,,
TX101042,completed,2025-08-19 21:25:21.001158,True,
TX101043,init,2025-08-30 10:29:19.001158,,
TX101043,amount_entered,2025-08-30 10:29:21.001158,,
TX101043,pin_entered,2025-08-30 10:29:27.001158,,
TX101043,bank_auth,2025-08-30 10:29:47.001158,,
TX101043,completed,2025-08-30 10:29:49.001158,True,
TX101044,init,2025-07-11 09:44:56.001158,,
TX101044,amount_entered,2025-07-11 09:45:04.001158,,
TX101044,pin_entered,2025-07-11 09:45:10.001158,,
TX101044,bank_auth,2025-07-11 09:45:37.001158,,
TX101044,completed,2025-07-11 09:45:38.001158,True,
TX101045,init,2025-07-18 17:11:35.001158,,
TX101045,amount_entered,2025-07-18 17:11:41.001158,,
TX101045,pin_entered,2025-07-18 17:11:47.001158,,
TX101045,fail_before_bank,2025-07-18 17:12:14.001158,False,NETWORK_TIMEOUT
TX101046,init,2025-08-14 03:55:28.001158,,
TX101046,amount_entered,2025-08-14 03:55:34.001158,,
TX101046,pin_entered,2025-08-14 03:55:47.001158,,
TX101046,fail_before_bank,2025-08-14 03:55:59.001158,False,USER_ABORT
TX101047,init,2025-08-26 13:58:21.001158,,
TX101047,amount_entered,2025-08-26 13:58:26.001158,,
TX101047,pin_entered,2025-08-26 13:58:50.001158,,
TX101047,bank_auth,2025-08-26 13:59:18.001158,,
TX101047,completed,2025-08-26 13:59:21.001158,True,
TX101048,init,2025-08-08 18:48:50.001158,,
TX101048,amount_entered,2025-08-08 18:48:53.001158,,
TX101048,pin_entered,2025-08-08 18:48:58.001158,,
TX101048,bank_auth,2025-08-08 18:49:09.001158,,
TX101048,completed,2025-08-08 18:49:16.001158,True,
TX101049,init,2025-07-14 16:19:03.001158,,
TX101049,amount_entered,2025-07-14 16:19:08.001158,,
TX101049,abandoned_after_amount,2025-07-14 16:19:27.001158,False,USER_ABORT
TX101050,init,2025-08-23 12:48:56.001158,,
TX101050,amount_entered,2025-08-23 12:49:15.001158,,
TX101050,pin_entered,2025-08-23 12:49:38.001158,,
TX101050,bank_auth,2025-08-23 12:49:57.001158,,
TX101050,completed,2025-08-23 12:50:00.001158,False,NETWORK_TIMEOUT
TX101051,init,2025-08-06 23:08:22.001158,,
TX101051,amount_entered,2025-08-06 23:08:35.001158,,
TX101051,pin_entered,2025-08-06 23:08:51.001158,,
TX101051,bank_auth,2025-08-06 23:09:08.001158,,
TX101051,completed,2025-08-06 23:09:17.001158,True,
TX101052,init,2025-07-24 20:29:39.001158,,
TX101052,amount_entered,2025-07-24 20:29:51.001158,,
TX101052,pin_entered,2025-07-24 20:30:14.001158,,
TX101052,bank_auth,2025-07-24 20:30:21.001158,,
TX101052,completed,2025-07-24 20:30:24.001158,True,
TX101053,init,2025-08-16 18:02:25.001158,,
TX101053,amount_entered,2025-08-16 18:02:42.001158,,
TX101053,pin_entered,2025-08-16 18:02:57.001158,,
TX101053,bank_auth,2025-08-16 18:03:10.001158,,
TX101053,completed,2025-08-16 18:03:19.001158,True,
TX101054,init,2025-08-13 11:09:53.001158,,
TX101054,amount_entered,2025-08-13 11:10:00.001158,,
TX101054,pin_entered,2025-08-13 11:10:03.001158,,
TX101054,bank_auth,2025-08-13 11:10:25.001158,,
TX101054,completed,2025-08-13 11:10:32.001158,True,
TX101055,init,2025-08-25 01:55:00.001158,,
TX101055,amount_entered,2025-08-25 01:55:03.001158,,
TX101055,pin_entered,2025-08-25 01:55:06.001158,,
TX101055,bank_auth,2025-08-25 01:55:22.001158,,
TX101055,completed,2025-08-25 01:55:25.001158,False,UPI_LIMIT_EXCEEDED
TX101056,init,2025-08-20 22:07:13.001158,,
TX101056,amount_entered,2025-08-20 22:07:15.001158,,
TX101056,pin_entered,2025-08-20 22:07:26.001158,,
TX101056,bank_auth,2025-08-20 22:07:47.001158,,
TX101056,completed,2025-08-20 22:07:53.001158,True,
TX101057,init,2025-07-24 11:26:36.001158,,
TX101057,amount_entered,2025-07-24 11:26:54.001158,,
TX101057,pin_entered,2025-07-24 11:26:59.001158,,
TX101057,bank_auth,2025-07-24 11:27:24.001158,,
TX101057,completed,2025-07-24 11:27:26.001158,False,INCORRECT_PIN
TX101058,init,2025-08-24 14:18:19.001158,,
TX101058,amount_entered,2025-08-24 14:18:27.001158,,
TX101058,pin_entered,2025-08-24 14:18:48.001158,,
TX101058,bank_auth,2025-08-24 14:18:56.001158,,
TX101058,completed,2025-08-24 14:19:05.001158,True,
TX101059,init,2025-08-13 13:25:44.001158,,
TX101059,amount_entered,2025-08-13 13:25:49.001158,,
TX101059,pin_entered,2025-08-13 13:26:09.001158,,
TX101059,fail_before_bank,2025-08-13 13:26:36.001158,False,NETWORK_TIMEOUT
TX101060,init,2025-07-24 00:50:16.001158,,
TX101060,amount_entered,2025-07-24 00:50:35.001158,,
TX101060,pin_entered,2025-07-24 00:50:41.001158,,
TX101060,bank_auth,2025-07-24 00:50:56.001158,,
TX101060,completed,2025-07-24 00:51:05.001158,True,
TX101061,init,2025-08-06 01:21:04.001158,,
TX101061,amount_entered,2025-08-06 01:21:11.001158,,
TX101061,abandoned_after_amount,2025-08-06 01:21:14.001158,False,USER_ABORT
TX101062,init,2025-08-24 17:19:03.001158,,
TX101062,amount_entered,2025-08-24 17:19:22.001158,,
TX101062,pin_entered,2025-08-24 17:19:39.001158,,
TX101062,bank_auth,2025-08-24 17:19:53.001158,,
TX101062,completed,2025-08-24 17:19:55.001158,False,UPI_LIMIT_EXCEEDED
TX101063,init,2025-08-21 22:09:28.001158,,
TX101063,amount_entered,2025-08-21 22:09:36.001158,,
TX101063,pin_entered,2025-08-21 22:09:50.001158,,
TX101063,bank_auth,2025-08-21 22:10:01.001158,,
TX101063,completed,2025-08-21 22:10:08.001158,True,
TX101064,init,2025-08-21 19:42:37.001158,,
TX101064,amount_entered,2025-08-21 19:42:52.001158,,
TX101064,abandoned_after_amount,2025-08-21 19:43:02.001158,False,USER_ABORT
TX101065,init,2025-08-15 11:11:52.001158,,
TX101065,amount_entered,2025-08-15 11:11:58.001158,,
TX101065,abandoned_after_amount,2025-08-15 11:12:17.001158,False,UPI_LIMIT_EXCEEDED
TX101066,init,2025-07-21 05:46:33.001158,,
TX101066,amount_entered,2025-07-21 05:46:42.001158,,
TX101066,pin_entered,2025-07-21 05:46:46.001158,,
TX101066,bank_auth,2025-07-21 05:46:56.001158,,
TX101066,completed,2025-07-21 05:47:05.001158,True,
TX101067,init,2025-07-18 15:34:00.001158,,
TX101067,amount_entered,2025-07-18 15:34:10.001158,,
TX101067,pin_entered,2025-07-18 15:34:26.001158,,
TX101067,bank_auth,2025-07-18 15:34:55.001158,,
TX101067,completed,2025-07-18 15:34:58.001158,True,
TX101068,init,2025-07-15 04:20:51.001158,,
TX101068,amount_entered,2025-07-15 04:21:07.001158,,
TX101068,pin_entered,2025-07-15 04:21:31.001158,,
TX101068,bank_auth,2025-07-15 04:21:58.001158,,
TX101068,completed,2025-07-15 04:22:01.001158,True,
TX101069,init,2025-07-03 17:45:24.001158,,
TX101069,amount_entered,2025-07-03 17:45:37.001158,,
TX101069,pin_entered,2025-07-03 17:45:58.001158,,
TX101069,fail_before_bank,2025-07-03 17:46:22.001158,False,NETWORK_TIMEOUT
TX101070,init,2025-07-10 17:53:04.001158,,
TX101070,amount_entered,2025-07-10 17:53:16.001158,,
TX101070,pin_entered,2025-07-10 17:53:29.001158,,
TX101070,bank_auth,2025-07-10 17:53:39.001158,,
TX101070,completed,2025-07-10 17:53:45.001158,True,
TX101071,init,2025-08-05 10:11:20.001158,,
TX101071,amount_entered,2025-08-05 10:11:22.001158,,
TX101071,pin_entered,2025-08-05 10:11:31.001158,,
TX101071,fail_before_bank,2025-08-05 10:11:37.001158,False,USER_ABORT
TX101072,init,2025-07-13 08:26:28.001158,,
TX101072,amount_entered,2025-07-13 08:26:32.001158,,
TX101072,pin_entered,2025-07-13 08:26:42.001158,,
TX101072,bank_auth,2025-07-13 08:27:00.001158,,
TX101072,completed,2025-07-13 08:27:02.001158,True,
TX101073,init,2025-08-20 14:37:50.001158,,
TX101073,amount_entered,2025-08-20 14:38:03.001158,,
TX101073,pin_entered,2025-08-20 14:38:17.001158,,
TX101073,bank_auth,2025-08-20 14:38:24.001158,,
TX101073,completed,2025-08-20 14:38:28.001158,True,
TX101074,init,2025-07-25 00:00:22.001158,,
TX101074,amount_entered,2025-07-25 00:00:26.001158,,
TX101074,pin_entered,2025-07-25 00:00:34.001158,,
TX101074,bank_auth,2025-07-25 00:00:40.001158,,
TX101074,completed,2025-07-25 00:00:46.001158,True,
TX101075,init,2025-07-28 00:01:31.001158,,
TX101075,amount_entered,2025-07-28 00:01:45.001158,,
TX101075,pin_entered,2025-07-28 00:01:59.001158,,
TX101075,bank_auth,2025-07-28 00:02:10.001158,,
TX101075,completed,2025-07-28 00:02:18.001158,True,
TX101076,init,2025-07-04 04:56:34.001158,,
TX101076,amount_entered,2025-07-04 04:56:49.001158,,
TX101076,pin_entered,2025-07-04 04:57:03.001158,,
TX101076,bank_auth,2025-07-04 04:57:21.001158,,
TX101076,completed,2025-07-04 04:57:25.001158,False,BANK_DOWN
TX101077,init,2025-08-24 06:00:47.001158,,
TX101077,amount_entered,2025-08-24 06:00:50.001158,,
TX101077,pin_entered,2025-08-24 06:01:14.001158,,
TX101077,bank_auth,2025-08-24 06:01:40.001158,,
TX101077,completed,2025-08-24 06:01:43.001158,True,
TX101078,init,2025-07-22 17:41:49.001158,,
TX101078,amount_entered,2025-07-22 17:41:56.001158,,
TX101078,pin_entered,2025-07-22 17:42:13.001158,,
TX101078,bank_auth,2025-07-22 17:42:32.001158,,
TX101078,completed,2025-07-22 17:42:35.001158,False,UPI_LIMIT_EXCEEDED
TX101079,init,2025-07-13 04:36:15.001158,,
TX101079,amount_entered,2025-07-13 04:36:22.001158,,
TX101079,pin_entered,2025-07-13 04:36:40.001158,,
TX101079,bank_auth,2025-07-13 04:36:54.001158,,
TX101079,completed,2025-07-13 04:36:56.001158,True,
TX101080,init,2025-07-31 01:00:11.001158,,
TX101080,amount_entered,2025-07-31 01:00:27.001158,,
TX101080,pin_entered,2025-07-31 01:00:36.001158,,
TX101080,bank_auth,2025-07-31 01:01:05.001158,,
TX101080,completed,2025-07-31 01:01:08.001158,False,INCORRECT_PIN
TX101081,init,2025-08-03 03:51:30.001158,,
TX101081,amount_entered,2025-08-03 03:51:45.001158,,
TX101081,pin_entered,2025-08-03 03:52:03.001158,,
TX101081,bank_auth,2025-08-03 03:52:27.001158,,
TX101081,completed,2025-08-03 03:52:32.001158,True,
TX101082,init,2025-08-21 12:15:11.001158,,
TX101082,amount_entered,2025-08-21 12:15:24.001158,,
TX101082,pin_entered,2025-08-21 12:15:37.001158,,
TX101082,fail_before_bank,2025-08-21 12:16:06.001158,False,USER_ABORT
TX101083,init,2025-07-11 14:44:14.001158,,
TX101083,amount_entered,2025-07-11 14:44:18.001158,,
TX101083,pin_entered,2025-07-11 14:44:25.001158,,
TX101083,fail_before_bank,2025-07-11 14:44:46.001158,False,USER_ABORT
TX101084,init,2025-07-19 09:21:14.001158,,
TX101084,amount_entered,2025-07-19 09:21:31.001158,,
TX101084,pin_entered,2025-07-19 09:21:41.001158,,
TX101084,bank_auth,2025-07-19 09:22:05.001158,,
TX101084,completed,2025-07-19 09:22:14.001158,False,USER_ABORT
TX101085,init,2025-07-27 00:32:33.001158,,
TX101085,amount_entered,2025-07-27 00:32:47.001158,,
TX101085,pin_entered,2025-07-27 00:33:02.001158,,
TX101085,bank_auth,2025-07-27 00:33:15.001158,,
TX101085,completed,2025-07-27 00:33:19.001158,False,INCORRECT_PIN
TX101086,init,2025-07-06 03:56:13.001158,,
